facility_name,facility_id,measure_name,number_of_discharges,excess_readmission_ratio,number_of_readmissions
SINAI-GRACE HOSPITAL,230024,READM-30-COPD-HRRP,470.0,1.1331,140
SINAI-GRACE HOSPITAL,230024,READM-30-HF-HRRP,626.0,1.1979,197
SINAI-GRACE HOSPITAL,230024,READM-30-PN-HRRP,302.0,1.0326,63
ST JOSEPH MERCY OAKLAND,230029,READM-30-AMI-HRRP,561.0,1.1201,123
ST JOSEPH MERCY OAKLAND,230029,READM-30-COPD-HRRP,614.0,0.9366,121
ST JOSEPH MERCY OAKLAND,230029,READM-30-HF-HRRP,985.0,0.9596,222
ST JOSEPH MERCY OAKLAND,230029,READM-30-HIP-KNEE-HRRP,978.0,1.0039,41
ST JOSEPH MERCY OAKLAND,230029,READM-30-PN-HRRP,837.0,1.0329,160
MIDMICHIGAN MEDICAL CENTER-GRATIOT,230030,READM-30-COPD-HRRP,180.0,0.9356,25
MIDMICHIGAN MEDICAL CENTER-GRATIOT,230030,READM-30-HF-HRRP,226.0,1.029,54
MIDMICHIGAN MEDICAL CENTER-GRATIOT,230030,READM-30-PN-HRRP,327.0,0.9607,49
LAKE HURON MEDICAL CENTER,230031,READM-30-COPD-HRRP,112.0,1.0131,23
LAKE HURON MEDICAL CENTER,230031,READM-30-HF-HRRP,181.0,1.0256,46
LAKE HURON MEDICAL CENTER,230031,READM-30-HIP-KNEE-HRRP,259.0,1.0346,17
LAKE HURON MEDICAL CENTER,230031,READM-30-PN-HRRP,424.0,1.0872,92
SPECTRUM HEALTH UNITED HOSPITAL,230035,READM-30-COPD-HRRP,218.0,1.1044,56
SPECTRUM HEALTH UNITED HOSPITAL,230035,READM-30-HF-HRRP,183.0,1.0854,48
SPECTRUM HEALTH UNITED HOSPITAL,230035,READM-30-PN-HRRP,328.0,1.069,61
MIDMICHIGAN MEDICAL CENTER - ALPENA,230036,READM-30-COPD-HRRP,246.0,1.0007,44
MIDMICHIGAN MEDICAL CENTER - ALPENA,230036,READM-30-HF-HRRP,357.0,0.9828,73
MIDMICHIGAN MEDICAL CENTER - ALPENA,230036,READM-30-HIP-KNEE-HRRP,312.0,1.0427,14
MIDMICHIGAN MEDICAL CENTER - ALPENA,230036,READM-30-PN-HRRP,299.0,0.9527,43
HILLSDALE HOSPITAL,230037,READM-30-COPD-HRRP,87.0,0.9988,16
HILLSDALE HOSPITAL,230037,READM-30-HF-HRRP,151.0,0.9701,30
HILLSDALE HOSPITAL,230037,READM-30-PN-HRRP,234.0,0.8999,27
SPECTRUM HEALTH,230038,READM-30-AMI-HRRP,709.0,0.9541,99
SPECTRUM HEALTH,230038,READM-30-CABG-HRRP,340.0,0.8498,31
SPECTRUM HEALTH,230038,READM-30-COPD-HRRP,717.0,1.0618,160
SPECTRUM HEALTH,230038,READM-30-HF-HRRP,1446.0,0.9528,305
SPECTRUM HEALTH,230038,READM-30-HIP-KNEE-HRRP,1124.0,1.1066,52
SPECTRUM HEALTH,230038,READM-30-PN-HRRP,1206.0,0.9983,199
MCLAREN BAY REGION,230041,READM-30-AMI-HRRP,820.0,0.9007,126
MCLAREN BAY REGION,230041,READM-30-CABG-HRRP,195.0,1.0983,33
MCLAREN BAY REGION,230041,READM-30-COPD-HRRP,724.0,1.0178,159
MCLAREN BAY REGION,230041,READM-30-HF-HRRP,996.0,1.0995,267
MCLAREN BAY REGION,230041,READM-30-HIP-KNEE-HRRP,413.0,1.0846,24
MCLAREN BAY REGION,230041,READM-30-PN-HRRP,519.0,1.0038,97
UNIVERSITY OF MICHIGAN HEALTH SYSTEM,230046,READM-30-AMI-HRRP,344.0,0.9911,56
UNIVERSITY OF MICHIGAN HEALTH SYSTEM,230046,READM-30-CABG-HRRP,119.0,1.0324,18
UNIVERSITY OF MICHIGAN HEALTH SYSTEM,230046,READM-30-COPD-HRRP,258.0,0.9565,50
UNIVERSITY OF MICHIGAN HEALTH SYSTEM,230046,READM-30-HF-HRRP,1231.0,0.9514,283
UNIVERSITY OF MICHIGAN HEALTH SYSTEM,230046,READM-30-HIP-KNEE-HRRP,732.0,0.8457,25
UNIVERSITY OF MICHIGAN HEALTH SYSTEM,230046,READM-30-PN-HRRP,658.0,0.9444,116
HENRY FORD MACOMB HOSPITAL,230047,READM-30-AMI-HRRP,452.0,0.9201,66
HENRY FORD MACOMB HOSPITAL,230047,READM-30-CABG-HRRP,103.0,1.0172,13
HENRY FORD MACOMB HOSPITAL,230047,READM-30-COPD-HRRP,596.0,1.0201,127
HENRY FORD MACOMB HOSPITAL,230047,READM-30-HF-HRRP,1155.0,1.0837,288
HENRY FORD MACOMB HOSPITAL,230047,READM-30-HIP-KNEE-HRRP,691.0,1.0143,33
HENRY FORD MACOMB HOSPITAL,230047,READM-30-PN-HRRP,983.0,0.9206,152
HENRY FORD HOSPITAL,230053,READM-30-AMI-HRRP,377.0,1.031,73
HENRY FORD HOSPITAL,230053,READM-30-COPD-HRRP,406.0,1.0747,100
HENRY FORD HOSPITAL,230053,READM-30-HF-HRRP,944.0,1.0233,223
HENRY FORD HOSPITAL,230053,READM-30-PN-HRRP,438.0,1.0913,94
MARQUETTE GENERAL HOSPITAL,230054,READM-30-AMI-HRRP,496.0,0.8783,57
MARQUETTE GENERAL HOSPITAL,230054,READM-30-CABG-HRRP,129.0,1.0559,18
MARQUETTE GENERAL HOSPITAL,230054,READM-30-COPD-HRRP,229.0,0.959,37
MARQUETTE GENERAL HOSPITAL,230054,READM-30-HF-HRRP,422.0,0.8862,72
MARQUETTE GENERAL HOSPITAL,230054,READM-30-HIP-KNEE-HRRP,292.0,1.0272,13
MARQUETTE GENERAL HOSPITAL,230054,READM-30-PN-HRRP,267.0,0.9535,39
DICKINSON COUNTY MEMORIAL HOSPITAL,230055,READM-30-COPD-HRRP,107.0,0.9422,13
DICKINSON COUNTY MEMORIAL HOSPITAL,230055,READM-30-HF-HRRP,179.0,0.8708,23
DICKINSON COUNTY MEMORIAL HOSPITAL,230055,READM-30-PN-HRRP,243.0,0.8644,23
MUNSON HEALTHCARE GRAYLING HOSPITAL,230058,READM-30-COPD-HRRP,196.0,0.9247,27
MUNSON HEALTHCARE GRAYLING HOSPITAL,230058,READM-30-HF-HRRP,151.0,1.0052,33
MUNSON HEALTHCARE GRAYLING HOSPITAL,230058,READM-30-PN-HRRP,299.0,0.9542,43
MERCY HEALTH SAINT MARY'S,230059,READM-30-AMI-HRRP,79.0,0.96,11
MERCY HEALTH SAINT MARY'S,230059,READM-30-COPD-HRRP,238.0,0.9432,41
MERCY HEALTH SAINT MARY'S,230059,READM-30-HF-HRRP,477.0,0.9571,99
MERCY HEALTH SAINT MARY'S,230059,READM-30-HIP-KNEE-HRRP,432.0,1.0839,19
MERCY HEALTH SAINT MARY'S,230059,READM-30-PN-HRRP,394.0,1.0029,68
MERCY HEALTH HACKLEY CAMPUS,230066,READM-30-AMI-HRRP,382.0,0.8808,46
MERCY HEALTH HACKLEY CAMPUS,230066,READM-30-CABG-HRRP,149.0,0.8606,14
MERCY HEALTH HACKLEY CAMPUS,230066,READM-30-COPD-HRRP,331.0,0.8614,43
MERCY HEALTH HACKLEY CAMPUS,230066,READM-30-HF-HRRP,827.0,0.8146,145
MERCY HEALTH HACKLEY CAMPUS,230066,READM-30-HIP-KNEE-HRRP,567.0,0.78,18
MERCY HEALTH HACKLEY CAMPUS,230066,READM-30-PN-HRRP,725.0,0.8595,98
SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,230069,READM-30-COPD-HRRP,181.0,0.9289,25
SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,230069,READM-30-HF-HRRP,248.0,0.9895,52
SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,230069,READM-30-PN-HRRP,219.0,1.0078,34
COVENANT MEDICAL CENTER,230070,READM-30-AMI-HRRP,435.0,1.0239,74
COVENANT MEDICAL CENTER,230070,READM-30-CABG-HRRP,134.0,0.9204,15
COVENANT MEDICAL CENTER,230070,READM-30-COPD-HRRP,792.0,1.0238,164
COVENANT MEDICAL CENTER,230070,READM-30-HF-HRRP,1081.0,1.049,267
COVENANT MEDICAL CENTER,230070,READM-30-HIP-KNEE-HRRP,735.0,1.028,34
COVENANT MEDICAL CENTER,230070,READM-30-PN-HRRP,1017.0,1.1063,207
HOLLAND COMMUNITY HOSPITAL,230072,READM-30-AMI-HRRP,99.0,1.1264,25
HOLLAND COMMUNITY HOSPITAL,230072,READM-30-COPD-HRRP,133.0,1.0049,27
HOLLAND COMMUNITY HOSPITAL,230072,READM-30-HF-HRRP,240.0,0.9799,48
HOLLAND COMMUNITY HOSPITAL,230072,READM-30-HIP-KNEE-HRRP,424.0,0.9187,13
HOLLAND COMMUNITY HOSPITAL,230072,READM-30-PN-HRRP,307.0,0.9543,42
BRONSON BATTLE CREEK HOSPITAL,230075,READM-30-COPD-HRRP,376.0,0.9297,64
BRONSON BATTLE CREEK HOSPITAL,230075,READM-30-HF-HRRP,419.0,0.8966,74
BRONSON BATTLE CREEK HOSPITAL,230075,READM-30-HIP-KNEE-HRRP,465.0,1.0727,24
BRONSON BATTLE CREEK HOSPITAL,230075,READM-30-PN-HRRP,489.0,0.871,61
ASCENSION ST MARY'S HOSPITAL,230077,READM-30-AMI-HRRP,302.0,1.0071,47
ASCENSION ST MARY'S HOSPITAL,230077,READM-30-CABG-HRRP,92.0,1.0953,15
ASCENSION ST MARY'S HOSPITAL,230077,READM-30-COPD-HRRP,373.0,1.0052,73
ASCENSION ST MARY'S HOSPITAL,230077,READM-30-HF-HRRP,398.0,0.9834,86
ASCENSION ST MARY'S HOSPITAL,230077,READM-30-PN-HRRP,382.0,1.0644,78
MCLAREN CENTRAL MICHIGAN,230080,READM-30-COPD-HRRP,181.0,1.0155,39
MCLAREN CENTRAL MICHIGAN,230080,READM-30-HF-HRRP,284.0,0.9562,61
MCLAREN CENTRAL MICHIGAN,230080,READM-30-PN-HRRP,234.0,0.9439,35
MUNSON HEALTHCARE CADILLAC HOSPITAL,230081,READM-30-COPD-HRRP,231.0,0.8998,32
MUNSON HEALTHCARE CADILLAC HOSPITAL,230081,READM-30-HF-HRRP,227.0,0.9575,45
MUNSON HEALTHCARE CADILLAC HOSPITAL,230081,READM-30-PN-HRRP,449.0,0.8475,51
BEAUMONT HOSPITAL - GROSSE POINTE,230089,READM-30-AMI-HRRP,87.0,1.0944,23
BEAUMONT HOSPITAL - GROSSE POINTE,230089,READM-30-COPD-HRRP,636.0,1.1271,167
BEAUMONT HOSPITAL - GROSSE POINTE,230089,READM-30-HF-HRRP,692.0,1.1914,205
BEAUMONT HOSPITAL - GROSSE POINTE,230089,READM-30-HIP-KNEE-HRRP,498.0,1.1283,28
BEAUMONT HOSPITAL - GROSSE POINTE,230089,READM-30-PN-HRRP,387.0,1.0525,78
HENRY FORD ALLEGIANCE HEALTH,230092,READM-30-AMI-HRRP,583.0,0.9957,98
HENRY FORD ALLEGIANCE HEALTH,230092,READM-30-CABG-HRRP,101.0,1.0158,14
HENRY FORD ALLEGIANCE HEALTH,230092,READM-30-COPD-HRRP,647.0,0.9929,128
HENRY FORD ALLEGIANCE HEALTH,230092,READM-30-HF-HRRP,958.0,0.9542,201
HENRY FORD ALLEGIANCE HEALTH,230092,READM-30-HIP-KNEE-HRRP,348.0,0.9604,16
HENRY FORD ALLEGIANCE HEALTH,230092,READM-30-PN-HRRP,1337.0,1.0607,244
SPECTRUM HEALTH BIG RAPIDS HOSPITAL,230093,READM-30-COPD-HRRP,138.0,0.9563,19
SPECTRUM HEALTH BIG RAPIDS HOSPITAL,230093,READM-30-HF-HRRP,127.0,0.9965,27
SPECTRUM HEALTH BIG RAPIDS HOSPITAL,230093,READM-30-PN-HRRP,191.0,0.9427,24
MIDMICHIGAN MEDICAL CENTER-WEST BRANCH,230095,READM-30-COPD-HRRP,279.0,0.976,50
MIDMICHIGAN MEDICAL CENTER-WEST BRANCH,230095,READM-30-HF-HRRP,130.0,1.0309,33
MIDMICHIGAN MEDICAL CENTER-WEST BRANCH,230095,READM-30-HIP-KNEE-HRRP,213.0,1.0041,11
MIDMICHIGAN MEDICAL CENTER-WEST BRANCH,230095,READM-30-PN-HRRP,216.0,1.0277,43
STURGIS HOSPITAL,230096,READM-30-COPD-HRRP,91.0,1.0065,16
STURGIS HOSPITAL,230096,READM-30-HF-HRRP,83.0,0.9841,16
STURGIS HOSPITAL,230096,READM-30-PN-HRRP,107.0,1.0004,16
MUNSON MEDICAL CENTER,230097,READM-30-AMI-HRRP,1031.0,0.8794,135
MUNSON MEDICAL CENTER,230097,READM-30-CABG-HRRP,292.0,0.901,31
MUNSON MEDICAL CENTER,230097,READM-30-COPD-HRRP,682.0,1.0134,139
MUNSON MEDICAL CENTER,230097,READM-30-HF-HRRP,1075.0,0.9693,229
MUNSON MEDICAL CENTER,230097,READM-30-HIP-KNEE-HRRP,1275.0,1.0024,54
MUNSON MEDICAL CENTER,230097,READM-30-PN-HRRP,815.0,0.9717,131
PROMEDICA MONROE REGIONAL HOSPITAL,230099,READM-30-AMI-HRRP,134.0,1.0551,28
PROMEDICA MONROE REGIONAL HOSPITAL,230099,READM-30-COPD-HRRP,380.0,1.08,86
PROMEDICA MONROE REGIONAL HOSPITAL,230099,READM-30-HF-HRRP,346.0,1.0375,86
PROMEDICA MONROE REGIONAL HOSPITAL,230099,READM-30-PN-HRRP,413.0,1.0227,78
TAWAS ST JOSEPH HOSPITAL,230100,READM-30-COPD-HRRP,132.0,0.9946,22
TAWAS ST JOSEPH HOSPITAL,230100,READM-30-PN-HRRP,151.0,0.9105,15
HARPER UNIVERSITY HOSPITAL,230104,READM-30-AMI-HRRP,320.0,1.1493,87
HARPER UNIVERSITY HOSPITAL,230104,READM-30-COPD-HRRP,362.0,1.0606,90
HARPER UNIVERSITY HOSPITAL,230104,READM-30-HF-HRRP,716.0,1.1204,205
HARPER UNIVERSITY HOSPITAL,230104,READM-30-PN-HRRP,157.0,1.0366,35
MCLAREN NORTHERN MICHIGAN,230105,READM-30-AMI-HRRP,398.0,0.9424,55
MCLAREN NORTHERN MICHIGAN,230105,READM-30-CABG-HRRP,148.0,0.8616,13
MCLAREN NORTHERN MICHIGAN,230105,READM-30-COPD-HRRP,348.0,0.9162,55
MCLAREN NORTHERN MICHIGAN,230105,READM-30-HF-HRRP,625.0,0.8177,101
MCLAREN NORTHERN MICHIGAN,230105,READM-30-HIP-KNEE-HRRP,368.0,0.9733,16
MCLAREN NORTHERN MICHIGAN,230105,READM-30-PN-HRRP,460.0,0.8777,60
UP HEALTH SYSTEM PORTAGE,230108,READM-30-PN-HRRP,102.0,0.96,13
SPECTRUM HEALTH LUDINGTON HOSPITAL,230110,READM-30-COPD-HRRP,142.0,0.9892,27
SPECTRUM HEALTH LUDINGTON HOSPITAL,230110,READM-30-HF-HRRP,175.0,1.0823,46
SPECTRUM HEALTH LUDINGTON HOSPITAL,230110,READM-30-PN-HRRP,211.0,1.0439,40
BORGESS MEDICAL CENTER,230117,READM-30-AMI-HRRP,832.0,0.925,123
BORGESS MEDICAL CENTER,230117,READM-30-CABG-HRRP,190.0,0.8827,18
BORGESS MEDICAL CENTER,230117,READM-30-COPD-HRRP,293.0,0.9019,42
BORGESS MEDICAL CENTER,230117,READM-30-HF-HRRP,886.0,0.8071,145
BORGESS MEDICAL CENTER,230117,READM-30-HIP-KNEE-HRRP,502.0,0.9842,23
BORGESS MEDICAL CENTER,230117,READM-30-PN-HRRP,582.0,0.886,80
MCLAREN THUMB REGION,230118,READM-30-HF-HRRP,103.0,0.99,25
MCLAREN THUMB REGION,230118,READM-30-PN-HRRP,126.0,1.0588,31
MEMORIAL HEALTHCARE,230121,READM-30-COPD-HRRP,145.0,0.9545,21
MEMORIAL HEALTHCARE,230121,READM-30-HF-HRRP,186.0,1.0007,38
MEMORIAL HEALTHCARE,230121,READM-30-PN-HRRP,216.0,0.9824,31
BEAUMONT HOSPITAL ROYAL OAK,230130,READM-30-AMI-HRRP,882.0,1.005,159
BEAUMONT HOSPITAL ROYAL OAK,230130,READM-30-CABG-HRRP,273.0,0.9063,29
BEAUMONT HOSPITAL ROYAL OAK,230130,READM-30-COPD-HRRP,1163.0,1.1224,293
BEAUMONT HOSPITAL ROYAL OAK,230130,READM-30-HF-HRRP,2459.0,1.0549,592
BEAUMONT HOSPITAL ROYAL OAK,230130,READM-30-HIP-KNEE-HRRP,2293.0,1.1863,121
BEAUMONT HOSPITAL ROYAL OAK,230130,READM-30-PN-HRRP,1422.0,1.1119,295
HURLEY MEDICAL CENTER,230132,READM-30-AMI-HRRP,99.0,1.0324,19
HURLEY MEDICAL CENTER,230132,READM-30-COPD-HRRP,348.0,0.9959,68
HURLEY MEDICAL CENTER,230132,READM-30-HF-HRRP,433.0,1.129,118
HURLEY MEDICAL CENTER,230132,READM-30-PN-HRRP,256.0,1.0584,51
MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,230133,READM-30-COPD-HRRP,152.0,0.9558,23
MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,230133,READM-30-HF-HRRP,121.0,0.9759,22
MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,230133,READM-30-HIP-KNEE-HRRP,229.0,1.0294,11
MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,230133,READM-30-PN-HRRP,153.0,0.9768,22
MCLAREN FLINT,230141,READM-30-AMI-HRRP,677.0,1.0251,131
MCLAREN FLINT,230141,READM-30-CABG-HRRP,177.0,0.9738,26
MCLAREN FLINT,230141,READM-30-COPD-HRRP,600.0,1.0705,133
MCLAREN FLINT,230141,READM-30-HF-HRRP,1054.0,1.0372,263
MCLAREN FLINT,230141,READM-30-HIP-KNEE-HRRP,536.0,1.1091,29
MCLAREN FLINT,230141,READM-30-PN-HRRP,632.0,1.124,136
BEAUMONT HOSPITAL - WAYNE,230142,READM-30-AMI-HRRP,100.0,1.0363,19
BEAUMONT HOSPITAL - WAYNE,230142,READM-30-COPD-HRRP,341.0,0.9591,62
BEAUMONT HOSPITAL - WAYNE,230142,READM-30-HF-HRRP,265.0,1.1673,83
BEAUMONT HOSPITAL - WAYNE,230142,READM-30-PN-HRRP,320.0,1.1185,73
HENRY FORD WYANDOTTE HOSPITAL,230146,READM-30-AMI-HRRP,262.0,0.9873,45
HENRY FORD WYANDOTTE HOSPITAL,230146,READM-30-COPD-HRRP,774.0,1.115,186
HENRY FORD WYANDOTTE HOSPITAL,230146,READM-30-HF-HRRP,787.0,1.077,196
HENRY FORD WYANDOTTE HOSPITAL,230146,READM-30-HIP-KNEE-HRRP,209.0,1.0969,12
HENRY FORD WYANDOTTE HOSPITAL,230146,READM-30-PN-HRRP,626.0,1.0552,123
BEAUMONT HOSPITAL - FARMINGTON HILLS,230151,READM-30-AMI-HRRP,205.0,1.097,46
BEAUMONT HOSPITAL - FARMINGTON HILLS,230151,READM-30-COPD-HRRP,486.0,1.1333,132
BEAUMONT HOSPITAL - FARMINGTON HILLS,230151,READM-30-HF-HRRP,653.0,0.9781,144
BEAUMONT HOSPITAL - FARMINGTON HILLS,230151,READM-30-PN-HRRP,455.0,1.0631,93
ST JOSEPH MERCY HOSPITAL,230156,READM-30-AMI-HRRP,677.0,0.8973,87
ST JOSEPH MERCY HOSPITAL,230156,READM-30-CABG-HRRP,228.0,0.7911,17
ST JOSEPH MERCY HOSPITAL,230156,READM-30-COPD-HRRP,709.0,0.9645,136
ST JOSEPH MERCY HOSPITAL,230156,READM-30-HF-HRRP,1556.0,0.8547,285
ST JOSEPH MERCY HOSPITAL,230156,READM-30-HIP-KNEE-HRRP,1074.0,0.9562,44
ST JOSEPH MERCY HOSPITAL,230156,READM-30-PN-HRRP,1219.0,0.9844,199
ASCENSION ST JOHN HOSPITAL,230165,READM-30-AMI-HRRP,274.0,1.1334,65
ASCENSION ST JOHN HOSPITAL,230165,READM-30-CABG-HRRP,65.0,1.1643,15
ASCENSION ST JOHN HOSPITAL,230165,READM-30-COPD-HRRP,644.0,1.1274,177
ASCENSION ST JOHN HOSPITAL,230165,READM-30-HF-HRRP,1147.0,1.0952,308
ASCENSION ST JOHN HOSPITAL,230165,READM-30-HIP-KNEE-HRRP,396.0,1.1023,22
ASCENSION ST JOHN HOSPITAL,230165,READM-30-PN-HRRP,535.0,1.1119,122
MCLAREN GREATER LANSING,230167,READM-30-AMI-HRRP,249.0,0.8551,26
MCLAREN GREATER LANSING,230167,READM-30-COPD-HRRP,394.0,1.0288,85
MCLAREN GREATER LANSING,230167,READM-30-HF-HRRP,505.0,0.954,105
MCLAREN GREATER LANSING,230167,READM-30-HIP-KNEE-HRRP,1107.0,1.0253,49
MCLAREN GREATER LANSING,230167,READM-30-PN-HRRP,592.0,0.9034,86
BEAUMONT HOSPITAL - TRENTON,230176,READM-30-AMI-HRRP,177.0,1.0704,36
BEAUMONT HOSPITAL - TRENTON,230176,READM-30-COPD-HRRP,500.0,1.058,112
BEAUMONT HOSPITAL - TRENTON,230176,READM-30-HF-HRRP,452.0,1.0723,110
BEAUMONT HOSPITAL - TRENTON,230176,READM-30-HIP-KNEE-HRRP,330.0,0.9323,12
BEAUMONT HOSPITAL - TRENTON,230176,READM-30-PN-HRRP,554.0,1.0069,99
MIDMICHIGAN MEDICAL CENTER-CLARE,230180,READM-30-COPD-HRRP,132.0,0.9526,19
MIDMICHIGAN MEDICAL CENTER-CLARE,230180,READM-30-HF-HRRP,101.0,1.0082,22
MIDMICHIGAN MEDICAL CENTER-CLARE,230180,READM-30-PN-HRRP,147.0,0.9908,22
MCLAREN LAPEER REGION,230193,READM-30-AMI-HRRP,102.0,0.9927,21
MCLAREN LAPEER REGION,230193,READM-30-COPD-HRRP,310.0,1.0434,72
MCLAREN LAPEER REGION,230193,READM-30-HF-HRRP,359.0,0.9397,75
MCLAREN LAPEER REGION,230193,READM-30-PN-HRRP,432.0,0.9162,64
ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS,230195,READM-30-AMI-HRRP,315.0,1.094,72
ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS,230195,READM-30-CABG-HRRP,50.0,1.1885,14
ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS,230195,READM-30-COPD-HRRP,1068.0,1.1166,275
ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS,230195,READM-30-HF-HRRP,1401.0,1.1401,390
ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS,230195,READM-30-HIP-KNEE-HRRP,273.0,1.0159,17
ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS,230195,READM-30-PN-HRRP,1352.0,0.995,267
GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,230197,READM-30-AMI-HRRP,232.0,0.9796,34
GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,230197,READM-30-COPD-HRRP,485.0,1.1347,118
GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,230197,READM-30-HF-HRRP,901.0,1.0617,220
GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,230197,READM-30-HIP-KNEE-HRRP,672.0,1.1746,37
GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,230197,READM-30-PN-HRRP,1005.0,1.0038,188
MCLAREN OAKLAND,230207,READM-30-COPD-HRRP,130.0,0.9872,26
MCLAREN OAKLAND,230207,READM-30-HF-HRRP,153.0,1.102,47
MCLAREN OAKLAND,230207,READM-30-PN-HRRP,202.0,1.1414,53
SPARROW CARSON HOSPITAL,230208,READM-30-COPD-HRRP,87.0,1.0619,20
SPARROW CARSON HOSPITAL,230208,READM-30-HF-HRRP,63.0,1.0749,19
SPARROW CARSON HOSPITAL,230208,READM-30-PN-HRRP,105.0,1.0035,16
MCLAREN PORT HURON,230216,READM-30-AMI-HRRP,414.0,1.0494,77
MCLAREN PORT HURON,230216,READM-30-COPD-HRRP,631.0,1.0225,133
MCLAREN PORT HURON,230216,READM-30-HF-HRRP,716.0,1.0364,179
MCLAREN PORT HURON,230216,READM-30-HIP-KNEE-HRRP,467.0,1.063,22
MCLAREN PORT HURON,230216,READM-30-PN-HRRP,677.0,1.1144,146
OAKLAWN HOSPITAL,230217,READM-30-COPD-HRRP,176.0,0.9071,24
OAKLAWN HOSPITAL,230217,READM-30-HF-HRRP,152.0,0.8794,22
OAKLAWN HOSPITAL,230217,READM-30-PN-HRRP,179.0,0.9188,23
MIDMICHIGAN MEDICAL CENTER-MIDLAND,230222,READM-30-AMI-HRRP,757.0,0.9934,120
MIDMICHIGAN MEDICAL CENTER-MIDLAND,230222,READM-30-CABG-HRRP,131.0,0.9195,13
MIDMICHIGAN MEDICAL CENTER-MIDLAND,230222,READM-30-COPD-HRRP,429.0,1.0113,88
MIDMICHIGAN MEDICAL CENTER-MIDLAND,230222,READM-30-HF-HRRP,718.0,0.9745,153
MIDMICHIGAN MEDICAL CENTER-MIDLAND,230222,READM-30-HIP-KNEE-HRRP,590.0,1.0759,28
MIDMICHIGAN MEDICAL CENTER-MIDLAND,230222,READM-30-PN-HRRP,753.0,1.0311,133
MCLAREN MACOMB,230227,READM-30-AMI-HRRP,341.0,1.0104,64
MCLAREN MACOMB,230227,READM-30-COPD-HRRP,589.0,1.088,156
MCLAREN MACOMB,230227,READM-30-HF-HRRP,908.0,1.0212,227
MCLAREN MACOMB,230227,READM-30-PN-HRRP,737.0,1.0221,148
EDWARD W SPARROW HOSPITAL,230230,READM-30-AMI-HRRP,521.0,0.9247,67
EDWARD W SPARROW HOSPITAL,230230,READM-30-CABG-HRRP,117.0,0.9404,11
EDWARD W SPARROW HOSPITAL,230230,READM-30-COPD-HRRP,687.0,1.0287,143
EDWARD W SPARROW HOSPITAL,230230,READM-30-HF-HRRP,1101.0,0.9427,227
EDWARD W SPARROW HOSPITAL,230230,READM-30-HIP-KNEE-HRRP,630.0,1.0354,29
EDWARD W SPARROW HOSPITAL,230230,READM-30-PN-HRRP,1330.0,1.0087,228
METRO HEALTH HOSPITAL,230236,READM-30-COPD-HRRP,138.0,0.9408,20
METRO HEALTH HOSPITAL,230236,READM-30-HF-HRRP,260.0,0.7672,27
METRO HEALTH HOSPITAL,230236,READM-30-PN-HRRP,192.0,0.8888,18
CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,230239,READM-30-COPD-HRRP,156.0,0.939,20
CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,230239,READM-30-HF-HRRP,201.0,0.963,40
CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,230239,READM-30-PN-HRRP,190.0,0.9727,27
ASCENSION RIVER DISTRICT HOSPITAL,230241,READM-30-COPD-HRRP,127.0,0.9254,16
ASCENSION RIVER DISTRICT HOSPITAL,230241,READM-30-HF-HRRP,104.0,1.0323,24
ASCENSION RIVER DISTRICT HOSPITAL,230241,READM-30-PN-HRRP,126.0,0.9911,20
GARDEN CITY HOSPITAL,230244,READM-30-AMI-HRRP,165.0,1.0861,38
GARDEN CITY HOSPITAL,230244,READM-30-COPD-HRRP,211.0,1.0811,54
GARDEN CITY HOSPITAL,230244,READM-30-HF-HRRP,309.0,1.1543,95
GARDEN CITY HOSPITAL,230244,READM-30-HIP-KNEE-HRRP,158.0,1.1196,11
GARDEN CITY HOSPITAL,230244,READM-30-PN-HRRP,413.0,1.2443,116
ASCENSION PROVIDENCE - CRITTENTON HOSPITAL MEDICAL CENTER,230254,READM-30-AMI-HRRP,173.0,0.9301,24
ASCENSION PROVIDENCE - CRITTENTON HOSPITAL MEDICAL CENTER,230254,READM-30-COPD-HRRP,301.0,0.9737,56
ASCENSION PROVIDENCE - CRITTENTON HOSPITAL MEDICAL CENTER,230254,READM-30-HF-HRRP,520.0,1.0387,122
