"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
ESSENTIA HEALTH VIRGINIA,240084,MN,READM-30-PN-HRRP,87,,1.0086,15.4278,15.2963,14,07/01/2016,06/30/2019
CARRIS HEALTH LLC,240088,MN,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
CARRIS HEALTH LLC,240088,MN,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
CARRIS HEALTH LLC,240088,MN,READM-30-COPD-HRRP,N/A,,0.9588,14.5871,15.2138,Too Few to Report,07/01/2016,06/30/2019
CARRIS HEALTH LLC,240088,MN,READM-30-HF-HRRP,108,,0.9713,18.3526,18.8953,18,07/01/2016,06/30/2019
CARRIS HEALTH LLC,240088,MN,READM-30-HIP-KNEE-HRRP,N/A,,0.9257,3.7672,4.0696,Too Few to Report,07/01/2016,06/30/2019
CARRIS HEALTH LLC,240088,MN,READM-30-PN-HRRP,N/A,,0.9451,13.1654,13.9302,Too Few to Report,07/01/2016,06/30/2019
MAYO CLINIC HEALTH SYSTEM - MANKATO,240093,MN,READM-30-AMI-HRRP,136,,0.9356,13.7632,14.7109,15,07/01/2016,06/30/2019
MAYO CLINIC HEALTH SYSTEM - MANKATO,240093,MN,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
MAYO CLINIC HEALTH SYSTEM - MANKATO,240093,MN,READM-30-COPD-HRRP,137,,1.0178,20.7525,20.3890,30,07/01/2016,06/30/2019
MAYO CLINIC HEALTH SYSTEM - MANKATO,240093,MN,READM-30-HF-HRRP,342,,0.8934,18.1637,20.3316,55,07/01/2016,06/30/2019
MAYO CLINIC HEALTH SYSTEM - MANKATO,240093,MN,READM-30-HIP-KNEE-HRRP,N/A,,1.0004,4.8470,4.8451,Too Few to Report,07/01/2016,06/30/2019
MAYO CLINIC HEALTH SYSTEM - MANKATO,240093,MN,READM-30-PN-HRRP,341,,0.9168,14.9445,16.3005,45,07/01/2016,06/30/2019
SANFORD BEMIDJI MEDICAL CENTER,240100,MN,READM-30-AMI-HRRP,148,,1.0429,17.2484,16.5396,28,07/01/2016,06/30/2019
SANFORD BEMIDJI MEDICAL CENTER,240100,MN,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
SANFORD BEMIDJI MEDICAL CENTER,240100,MN,READM-30-COPD-HRRP,133,,0.9597,20.0343,20.8754,23,07/01/2016,06/30/2019
SANFORD BEMIDJI MEDICAL CENTER,240100,MN,READM-30-HF-HRRP,240,,0.9388,21.3166,22.7072,47,07/01/2016,06/30/2019
SANFORD BEMIDJI MEDICAL CENTER,240100,MN,READM-30-HIP-KNEE-HRRP,N/A,,0.8685,4.2241,4.8635,Too Few to Report,07/01/2016,06/30/2019
SANFORD BEMIDJI MEDICAL CENTER,240100,MN,READM-30-PN-HRRP,260,,0.9552,16.6165,17.3959,40,07/01/2016,06/30/2019
ESSENTIA HEALTH ST MARYS - DETROIT LAKES,240101,MN,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
ESSENTIA HEALTH ST MARYS - DETROIT LAKES,240101,MN,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
ESSENTIA HEALTH ST MARYS - DETROIT LAKES,240101,MN,READM-30-COPD-HRRP,69,,1.0696,19.1637,17.9162,19,07/01/2016,06/30/2019
ESSENTIA HEALTH ST MARYS - DETROIT LAKES,240101,MN,READM-30-HF-HRRP,64,,1.0075,21.1201,20.9632,14,07/01/2016,06/30/2019
ESSENTIA HEALTH ST MARYS - DETROIT LAKES,240101,MN,READM-30-HIP-KNEE-HRRP,N/A,,1.0076,4.7083,4.6730,Too Few to Report,07/01/2016,06/30/2019
ESSENTIA HEALTH ST MARYS - DETROIT LAKES,240101,MN,READM-30-PN-HRRP,122,,1.0059,15.2422,15.1527,19,07/01/2016,06/30/2019
ST FRANCIS REGIONAL MEDICAL CENTER,240104,MN,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
ST FRANCIS REGIONAL MEDICAL CENTER,240104,MN,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
ST FRANCIS REGIONAL MEDICAL CENTER,240104,MN,READM-30-COPD-HRRP,87,,0.9660,17.1379,17.7408,12,07/01/2016,06/30/2019
ST FRANCIS REGIONAL MEDICAL CENTER,240104,MN,READM-30-HF-HRRP,148,,1.0167,20.8966,20.5531,32,07/01/2016,06/30/2019
ST FRANCIS REGIONAL MEDICAL CENTER,240104,MN,READM-30-HIP-KNEE-HRRP,N/A,,1.0551,4.4306,4.1994,Too Few to Report,07/01/2016,06/30/2019
ST FRANCIS REGIONAL MEDICAL CENTER,240104,MN,READM-30-PN-HRRP,130,,0.9846,13.8743,14.0912,17,07/01/2016,06/30/2019
REGIONS HOSPITAL,240106,MN,READM-30-AMI-HRRP,249,,0.9711,13.1024,13.4920,31,07/01/2016,06/30/2019
REGIONS HOSPITAL,240106,MN,READM-30-CABG-HRRP,N/A,,0.8360,10.1678,12.1627,Too Few to Report,07/01/2016,06/30/2019
REGIONS HOSPITAL,240106,MN,READM-30-COPD-HRRP,162,,0.9514,18.0932,19.0167,25,07/01/2016,06/30/2019
REGIONS HOSPITAL,240106,MN,READM-30-HF-HRRP,364,,0.9692,19.7805,20.4083,70,07/01/2016,06/30/2019
REGIONS HOSPITAL,240106,MN,READM-30-HIP-KNEE-HRRP,153,,1.1581,5.3769,4.6431,11,07/01/2016,06/30/2019
REGIONS HOSPITAL,240106,MN,READM-30-PN-HRRP,302,,0.9207,15.1425,16.4476,40,07/01/2016,06/30/2019
MERCY HOSPITAL,240115,MN,READM-30-AMI-HRRP,235,,0.9580,13.3538,13.9396,29,07/01/2016,06/30/2019
MERCY HOSPITAL,240115,MN,READM-30-CABG-HRRP,N/A,,0.9210,10.5967,11.5059,Too Few to Report,07/01/2016,06/30/2019
MERCY HOSPITAL,240115,MN,READM-30-COPD-HRRP,302,,1.0726,18.5514,17.2959,62,07/01/2016,06/30/2019
MERCY HOSPITAL,240115,MN,READM-30-HF-HRRP,574,,0.9678,19.0005,19.6317,107,07/01/2016,06/30/2019
MERCY HOSPITAL,240115,MN,READM-30-HIP-KNEE-HRRP,369,,1.0481,4.1018,3.9134,16,07/01/2016,06/30/2019
MERCY HOSPITAL,240115,MN,READM-30-PN-HRRP,480,,0.9994,15.4257,15.4354,74,07/01/2016,06/30/2019
FAIRVIEW NORTHLAND REGIONAL HOSPITAL,240141,MN,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
FAIRVIEW NORTHLAND REGIONAL HOSPITAL,240141,MN,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
FAIRVIEW NORTHLAND REGIONAL HOSPITAL,240141,MN,READM-30-COPD-HRRP,N/A,,0.9995,17.3797,17.3880,Too Few to Report,07/01/2016,06/30/2019
FAIRVIEW NORTHLAND REGIONAL HOSPITAL,240141,MN,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
FAIRVIEW NORTHLAND REGIONAL HOSPITAL,240141,MN,READM-30-HIP-KNEE-HRRP,N/A,,0.9691,4.6729,4.8219,Too Few to Report,07/01/2016,06/30/2019
FAIRVIEW NORTHLAND REGIONAL HOSPITAL,240141,MN,READM-30-PN-HRRP,N/A,,0.9659,15.0987,15.6315,Too Few to Report,07/01/2016,06/30/2019
MAYO CLINIC HEALTH SYSTEM - FAIRMONT,240166,MN,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
MAYO CLINIC HEALTH SYSTEM - FAIRMONT,240166,MN,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
MAYO CLINIC HEALTH SYSTEM - FAIRMONT,240166,MN,READM-30-COPD-HRRP,N/A,,1.0131,17.5063,17.2808,Too Few to Report,07/01/2016,06/30/2019
MAYO CLINIC HEALTH SYSTEM - FAIRMONT,240166,MN,READM-30-HF-HRRP,90,,0.9859,19.8965,20.1821,17,07/01/2016,06/30/2019
MAYO CLINIC HEALTH SYSTEM - FAIRMONT,240166,MN,READM-30-HIP-KNEE-HRRP,N/A,,0.9579,4.1654,4.3483,Too Few to Report,07/01/2016,06/30/2019
MAYO CLINIC HEALTH SYSTEM - FAIRMONT,240166,MN,READM-30-PN-HRRP,N/A,,0.9624,14.8572,15.4379,Too Few to Report,07/01/2016,06/30/2019
HUTCHINSON HEALTH,240187,MN,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HUTCHINSON HEALTH,240187,MN,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HUTCHINSON HEALTH,240187,MN,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HUTCHINSON HEALTH,240187,MN,READM-30-HF-HRRP,53,,1.0368,20.2089,19.4917,13,07/01/2016,06/30/2019
HUTCHINSON HEALTH,240187,MN,READM-30-HIP-KNEE-HRRP,N/A,,1.0162,4.2607,4.1928,Too Few to Report,07/01/2016,06/30/2019
HUTCHINSON HEALTH,240187,MN,READM-30-PN-HRRP,N/A,,0.9453,12.0374,12.7340,Too Few to Report,07/01/2016,06/30/2019
RED LAKE HOSPITAL A,240206,MN,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
RED LAKE HOSPITAL A,240206,MN,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
RED LAKE HOSPITAL A,240206,MN,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
RED LAKE HOSPITAL A,240206,MN,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
RED LAKE HOSPITAL A,240206,MN,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
RED LAKE HOSPITAL A,240206,MN,READM-30-PN-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
FAIRVIEW RIDGES HOSPITAL,240207,MN,READM-30-AMI-HRRP,N/A,,0.9907,12.7079,12.8268,Too Few to Report,07/01/2016,06/30/2019
FAIRVIEW RIDGES HOSPITAL,240207,MN,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
FAIRVIEW RIDGES HOSPITAL,240207,MN,READM-30-COPD-HRRP,136,,0.9657,17.6335,18.2607,21,07/01/2016,06/30/2019
FAIRVIEW RIDGES HOSPITAL,240207,MN,READM-30-HF-HRRP,269,,1.0953,21.6191,19.7382,64,07/01/2016,06/30/2019
FAIRVIEW RIDGES HOSPITAL,240207,MN,READM-30-HIP-KNEE-HRRP,N/A,,0.8825,3.4524,3.9119,Too Few to Report,07/01/2016,06/30/2019
FAIRVIEW RIDGES HOSPITAL,240207,MN,READM-30-PN-HRRP,317,,1.0187,15.0601,14.7833,49,07/01/2016,06/30/2019
HEALTHEAST ST JOHN'S HOSPITAL,240210,MN,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HEALTHEAST ST JOHN'S HOSPITAL,240210,MN,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HEALTHEAST ST JOHN'S HOSPITAL,240210,MN,READM-30-COPD-HRRP,121,,0.9972,18.3794,18.4307,22,07/01/2016,06/30/2019
HEALTHEAST ST JOHN'S HOSPITAL,240210,MN,READM-30-HF-HRRP,267,,0.9368,18.7761,20.0423,46,07/01/2016,06/30/2019
HEALTHEAST ST JOHN'S HOSPITAL,240210,MN,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HEALTHEAST ST JOHN'S HOSPITAL,240210,MN,READM-30-PN-HRRP,192,,1.0389,15.8206,15.2287,33,07/01/2016,06/30/2019
HEALTHEAST WOODWINDS HOSPITAL,240213,MN,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HEALTHEAST WOODWINDS HOSPITAL,240213,MN,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HEALTHEAST WOODWINDS HOSPITAL,240213,MN,READM-30-COPD-HRRP,72,,1.0098,16.9143,16.7496,13,07/01/2016,06/30/2019
HEALTHEAST WOODWINDS HOSPITAL,240213,MN,READM-30-HF-HRRP,148,,1.0024,19.4928,19.4465,29,07/01/2016,06/30/2019
HEALTHEAST WOODWINDS HOSPITAL,240213,MN,READM-30-HIP-KNEE-HRRP,554,,0.8897,3.4551,3.8835,17,07/01/2016,06/30/2019
HEALTHEAST WOODWINDS HOSPITAL,240213,MN,READM-30-PN-HRRP,N/A,,0.9047,12.9062,14.2665,Too Few to Report,07/01/2016,06/30/2019
MAPLE GROVE HOSPITAL,240214,MN,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
MAPLE GROVE HOSPITAL,240214,MN,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
MAPLE GROVE HOSPITAL,240214,MN,READM-30-COPD-HRRP,N/A,,0.9723,16.0096,16.4657,Too Few to Report,07/01/2016,06/30/2019
MAPLE GROVE HOSPITAL,240214,MN,READM-30-HF-HRRP,88,,0.9798,17.3374,17.6945,14,07/01/2016,06/30/2019
MAPLE GROVE HOSPITAL,240214,MN,READM-30-HIP-KNEE-HRRP,N/A,,1.0520,3.6447,3.4644,Too Few to Report,07/01/2016,06/30/2019
MAPLE GROVE HOSPITAL,240214,MN,READM-30-PN-HRRP,86,,1.0002,13.9407,13.9384,12,07/01/2016,06/30/2019
UNIVERSITY OF MISSISSIPPI MED CENTER,250001,MS,READM-30-AMI-HRRP,210,,0.9547,14.1060,14.7757,27,07/01/2016,06/30/2019
UNIVERSITY OF MISSISSIPPI MED CENTER,250001,MS,READM-30-CABG-HRRP,N/A,,0.9028,11.1278,12.3253,Too Few to Report,07/01/2016,06/30/2019
UNIVERSITY OF MISSISSIPPI MED CENTER,250001,MS,READM-30-COPD-HRRP,198,,1.0510,20.0083,19.0378,44,07/01/2016,06/30/2019
UNIVERSITY OF MISSISSIPPI MED CENTER,250001,MS,READM-30-HF-HRRP,437,,1.0220,22.0991,21.6240,98,07/01/2016,06/30/2019
UNIVERSITY OF MISSISSIPPI MED CENTER,250001,MS,READM-30-HIP-KNEE-HRRP,N/A,,1.0999,4.0354,3.6688,Too Few to Report,07/01/2016,06/30/2019
UNIVERSITY OF MISSISSIPPI MED CENTER,250001,MS,READM-30-PN-HRRP,344,,1.0771,19.3777,17.9906,72,07/01/2016,06/30/2019
TISHOMINGO HEALTH SERVICES INC,250002,MS,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
TISHOMINGO HEALTH SERVICES INC,250002,MS,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
TISHOMINGO HEALTH SERVICES INC,250002,MS,READM-30-COPD-HRRP,134,,0.9946,19.0016,19.1039,25,07/01/2016,06/30/2019
TISHOMINGO HEALTH SERVICES INC,250002,MS,READM-30-HF-HRRP,72,,1.0159,19.4451,19.1410,15,07/01/2016,06/30/2019
TISHOMINGO HEALTH SERVICES INC,250002,MS,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
TISHOMINGO HEALTH SERVICES INC,250002,MS,READM-30-PN-HRRP,130,,1.0163,16.0679,15.8102,22,07/01/2016,06/30/2019
NORTH MISSISSIPPI MEDICAL CENTER,250004,MS,READM-30-AMI-HRRP,563,,1.0559,15.7879,14.9525,92,07/01/2016,06/30/2019
NORTH MISSISSIPPI MEDICAL CENTER,250004,MS,READM-30-CABG-HRRP,446,,0.9316,10.4511,11.2189,45,07/01/2016,06/30/2019
NORTH MISSISSIPPI MEDICAL CENTER,250004,MS,READM-30-COPD-HRRP,1050,,0.9501,18.3259,19.2878,188,07/01/2016,06/30/2019
NORTH MISSISSIPPI MEDICAL CENTER,250004,MS,READM-30-HF-HRRP,1294,,0.9559,20.6277,21.5804,264,07/01/2016,06/30/2019
NORTH MISSISSIPPI MEDICAL CENTER,250004,MS,READM-30-HIP-KNEE-HRRP,1110,,0.7529,3.1719,4.2129,30,07/01/2016,06/30/2019
NORTH MISSISSIPPI MEDICAL CENTER,250004,MS,READM-30-PN-HRRP,1363,,0.9268,15.4981,16.7217,206,07/01/2016,06/30/2019
BAPTIST MEMORIAL HOSPITAL UNION COUNTY,250006,MS,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BAPTIST MEMORIAL HOSPITAL UNION COUNTY,250006,MS,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BAPTIST MEMORIAL HOSPITAL UNION COUNTY,250006,MS,READM-30-COPD-HRRP,137,,0.9753,16.8580,17.2842,21,07/01/2016,06/30/2019
BAPTIST MEMORIAL HOSPITAL UNION COUNTY,250006,MS,READM-30-HF-HRRP,177,,0.9471,18.3123,19.3348,29,07/01/2016,06/30/2019
BAPTIST MEMORIAL HOSPITAL UNION COUNTY,250006,MS,READM-30-HIP-KNEE-HRRP,N/A,,1.0852,4.0183,3.7030,Too Few to Report,07/01/2016,06/30/2019
BAPTIST MEMORIAL HOSPITAL UNION COUNTY,250006,MS,READM-30-PN-HRRP,199,,0.9837,13.6133,13.8383,26,07/01/2016,06/30/2019
MERIT HEALTH BILOXI,250007,MS,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
MERIT HEALTH BILOXI,250007,MS,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
MERIT HEALTH BILOXI,250007,MS,READM-30-COPD-HRRP,162,,1.0148,17.7492,17.4902,30,07/01/2016,06/30/2019
MERIT HEALTH BILOXI,250007,MS,READM-30-HF-HRRP,192,,1.1630,26.4368,22.7312,61,07/01/2016,06/30/2019
MERIT HEALTH BILOXI,250007,MS,READM-30-HIP-KNEE-HRRP,N/A,,0.9447,4.4124,4.6706,Too Few to Report,07/01/2016,06/30/2019
MERIT HEALTH BILOXI,250007,MS,READM-30-PN-HRRP,253,,1.0395,16.7245,16.0885,45,07/01/2016,06/30/2019
MAGNOLIA REGIONAL HEALTH CENTER,250009,MS,READM-30-AMI-HRRP,304,,0.9884,14.6923,14.8653,44,07/01/2016,06/30/2019
MAGNOLIA REGIONAL HEALTH CENTER,250009,MS,READM-30-CABG-HRRP,111,,1.2878,17.0276,13.2227,25,07/01/2016,06/30/2019
MAGNOLIA REGIONAL HEALTH CENTER,250009,MS,READM-30-COPD-HRRP,542,,1.0270,20.4179,19.8806,113,07/01/2016,06/30/2019
MAGNOLIA REGIONAL HEALTH CENTER,250009,MS,READM-30-HF-HRRP,520,,1.0655,23.2323,21.8048,125,07/01/2016,06/30/2019
MAGNOLIA REGIONAL HEALTH CENTER,250009,MS,READM-30-HIP-KNEE-HRRP,390,,1.0568,4.6083,4.3606,19,07/01/2016,06/30/2019
MAGNOLIA REGIONAL HEALTH CENTER,250009,MS,READM-30-PN-HRRP,1049,,1.1651,20.3117,17.4341,224,07/01/2016,06/30/2019
ALLIANCE HEALTHCARE SYSTEM,250012,MS,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
ALLIANCE HEALTHCARE SYSTEM,250012,MS,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
ALLIANCE HEALTHCARE SYSTEM,250012,MS,READM-30-COPD-HRRP,N/A,,0.9947,13.9152,13.9894,Too Few to Report,07/01/2016,06/30/2019
ALLIANCE HEALTHCARE SYSTEM,250012,MS,READM-30-HF-HRRP,N/A,,1.0466,17.2288,16.4620,Too Few to Report,07/01/2016,06/30/2019
ALLIANCE HEALTHCARE SYSTEM,250012,MS,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
ALLIANCE HEALTHCARE SYSTEM,250012,MS,READM-30-PN-HRRP,59,,1.0595,13.8591,13.0812,12,07/01/2016,06/30/2019
TRACE REGIONAL HOSPITAL AND SWING BED,250017,MS,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
TRACE REGIONAL HOSPITAL AND SWING BED,250017,MS,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
TRACE REGIONAL HOSPITAL AND SWING BED,250017,MS,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
TRACE REGIONAL HOSPITAL AND SWING BED,250017,MS,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
TRACE REGIONAL HOSPITAL AND SWING BED,250017,MS,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
TRACE REGIONAL HOSPITAL AND SWING BED,250017,MS,READM-30-PN-HRRP,N/A,,0.9893,14.2994,14.4546,Too Few to Report,07/01/2016,06/30/2019
JASPER GENERAL HOSPITAL,250018,MS,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
JASPER GENERAL HOSPITAL,250018,MS,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
JASPER GENERAL HOSPITAL,250018,MS,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
JASPER GENERAL HOSPITAL,250018,MS,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
JASPER GENERAL HOSPITAL,250018,MS,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
JASPER GENERAL HOSPITAL,250018,MS,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
MEMORIAL HOSPITAL AT GULFPORT,250019,MS,READM-30-AMI-HRRP,408,,1.0606,16.5617,15.6151,71,07/01/2016,06/30/2019
MEMORIAL HOSPITAL AT GULFPORT,250019,MS,READM-30-CABG-HRRP,90,,1.0336,13.5840,13.1423,13,07/01/2016,06/30/2019
MEMORIAL HOSPITAL AT GULFPORT,250019,MS,READM-30-COPD-HRRP,624,,1.0810,22.9102,21.1928,150,07/01/2016,06/30/2019
MEMORIAL HOSPITAL AT GULFPORT,250019,MS,READM-30-HF-HRRP,947,,1.0501,23.5213,22.3996,226,07/01/2016,06/30/2019
MEMORIAL HOSPITAL AT GULFPORT,250019,MS,READM-30-HIP-KNEE-HRRP,336,,1.1180,5.3276,4.7654,20,07/01/2016,06/30/2019
MEMORIAL HOSPITAL AT GULFPORT,250019,MS,READM-30-PN-HRRP,886,,0.9607,17.5899,18.3088,153,07/01/2016,06/30/2019
WEBSTER GENERAL HOSPITAL/ SWING BED,250020,MS,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
WEBSTER GENERAL HOSPITAL/ SWING BED,250020,MS,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
WEBSTER GENERAL HOSPITAL/ SWING BED,250020,MS,READM-30-COPD-HRRP,217,,0.9195,16.6258,18.0811,29,07/01/2016,06/30/2019
WEBSTER GENERAL HOSPITAL/ SWING BED,250020,MS,READM-30-HF-HRRP,86,,0.9695,20.9315,21.5909,16,07/01/2016,06/30/2019
WEBSTER GENERAL HOSPITAL/ SWING BED,250020,MS,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
WEBSTER GENERAL HOSPITAL/ SWING BED,250020,MS,READM-30-PN-HRRP,216,,1.0173,15.2018,14.9431,34,07/01/2016,06/30/2019
NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,250025,MS,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,250025,MS,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,250025,MS,READM-30-COPD-HRRP,111,,1.0897,18.6887,17.1511,28,07/01/2016,06/30/2019
NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,250025,MS,READM-30-HF-HRRP,86,,1.0351,21.8112,21.0717,21,07/01/2016,06/30/2019
NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,250025,MS,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,250025,MS,READM-30-PN-HRRP,220,,1.0644,14.9104,14.0080,37,07/01/2016,06/30/2019
WINSTON MEDICAL CENTER & SWINGBED,250027,MS,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
WINSTON MEDICAL CENTER & SWINGBED,250027,MS,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
WINSTON MEDICAL CENTER & SWINGBED,250027,MS,READM-30-COPD-HRRP,N/A,,1.0229,15.3813,15.0367,Too Few to Report,07/01/2016,06/30/2019
WINSTON MEDICAL CENTER & SWINGBED,250027,MS,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
WINSTON MEDICAL CENTER & SWINGBED,250027,MS,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
WINSTON MEDICAL CENTER & SWINGBED,250027,MS,READM-30-PN-HRRP,104,,1.0010,13.3977,13.3843,14,07/01/2016,06/30/2019
MERIT HEALTH RIVER REGION,250031,MS,READM-30-AMI-HRRP,169,,1.0778,16.9404,15.7169,33,07/01/2016,06/30/2019
MERIT HEALTH RIVER REGION,250031,MS,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
MERIT HEALTH RIVER REGION,250031,MS,READM-30-COPD-HRRP,215,,1.0095,18.6901,18.5151,41,07/01/2016,06/30/2019
MERIT HEALTH RIVER REGION,250031,MS,READM-30-HF-HRRP,366,,1.1625,25.3787,21.8310,103,07/01/2016,06/30/2019
MERIT HEALTH RIVER REGION,250031,MS,READM-30-HIP-KNEE-HRRP,N/A,,1.0311,4.3463,4.2153,Too Few to Report,07/01/2016,06/30/2019
MERIT HEALTH RIVER REGION,250031,MS,READM-30-PN-HRRP,368,,0.9657,16.1515,16.7248,57,07/01/2016,06/30/2019
BAPTIST MEMORIAL HOSPITAL NORTH MS,250034,MS,READM-30-AMI-HRRP,352,,1.0131,15.1293,14.9332,54,07/01/2016,06/30/2019
